ID,MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,VEHICLE COLOR,VEHICLE TYPE,RATING,RATE COUNT
9904,FORTUNER 2.8 2WD MT,3277000,33000,2020,DIESEL,AVANT GRADE BRONZE,MANUAL,5,71
9905,FORTUNER 2.8 2WD MT,3247000,64000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,2,54
9906,FORTUNER 2.8 2WD MT,2827000,91000,2011,DIESEL,SUPER WHITE,MANUAL,3,69
9907,FORTUNER 2.8 2WD MT,3577000,44000,2019,DIESEL,ATTITUDE BLACK,MANUAL,4,64
9908,FORTUNER 2.8 2WD MT,3127000,67000,2016,DIESEL,GREY METALLIC ,MANUAL,5,67
9909,FORTUNER 2.8 2WD MT,3017000,71000,2015,DIESEL,SILVER METALLIC,MANUAL,5,54
9910,FORTUNER 2.8 2WD AT,3247000,64000,2014,DIESEL,PHANTOM BROWN,AMT,4,77
9911,FORTUNER 2.8 2WD AT,3217000,81000,2013,DIESEL,AVANT GRADE BRONZE,AMT,3,52
9912,FORTUNER 2.8 2WD AT,3358000,63000,2015,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,2,91
9913,FORTUNER 2.8 2WD AT,3177000,84000,2012,DIESEL,SUPER WHITE,AMT,5,64
9914,FORTUNER 2.8 2WD AT,3117000,89000,2011,DIESEL,ATTITUDE BLACK,AMT,4,62
9915,FORTUNER 2.8 2WD AT,3576000,45000,2019,DIESEL,GREY METALLIC ,AMT,2,51
9916,FORTUNER 2.8 2WD AT,3047000,87000,2010,DIESEL,SILVER METALLIC,AMT,3,59
9917,FORTUNER 2.8 4WD MT,3527000,73000,2016,DIESEL,PHANTOM BROWN,MANUAL,5,58
9918,FORTUNER 2.8 4WD MT,3680000,44000,2018,DIESEL,AVANT GRADE BRONZE,MANUAL,4,90
9919,FORTUNER 2.8 4WD MT,3030000,86000,2010,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,3,74
9920,FORTUNER 2.8 4WD MT,3787000,36000,2019,DIESEL,SUPER WHITE,MANUAL,5,55
9921,FORTUNER 2.8 4WD MT,3547000,89000,2015,DIESEL,ATTITUDE BLACK,MANUAL,3,64
9922,FORTUNER 2.8 4WD MT,3147000,77000,2011,DIESEL,GREY METALLIC ,MANUAL,4,52
9923,FORTUNER 2.8 4WD MT,3852000,38000,2020,DIESEL,SILVER METALLIC,MANUAL,3,68
9924,FORTUNER 2.8 4WD AT,3277000,88000,2011,DIESEL,PHANTOM BROWN,AMT,5,52
9925,FORTUNER 2.8 4WD AT,3227000,83000,2010,DIESEL,AVANT GRADE BRONZE,AMT,2,91
9926,FORTUNER 2.8 4WD AT,3427000,70000,2014,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,4,64
9927,FORTUNER 2.8 4WD AT,3317000,77000,2013,DIESEL,SUPER WHITE,AMT,5,62
9928,FORTUNER 2.8 4WD AT,3547000,67000,2015,DIESEL,ATTITUDE BLACK,AMT,2,51
9929,FORTUNER 2.8 4WD AT,3877000,57000,2017,DIESEL,GREY METALLIC ,AMT,4,59
9930,FORTUNER 2.8 4WD AT,3280000,81000,2011,DIESEL,SILVER METALLIC,AMT,5,86
9931,FORTUNER TRD AT,3638000,67000,2015,DIESEL,PHANTOM BROWN,AMT,2,72
9932,FORTUNER TRD AT,3617000,70000,2014,DIESEL,AVANT GRADE BRONZE,AMT,4,58
9933,FORTUNER TRD AT,3727000,63000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,5,90
9934,FORTUNER TRD AT,3777000,57000,2018,DIESEL,SUPER WHITE,AMT,3,74
9935,FORTUNER TRD AT,3847000,54000,2019,DIESEL,ATTITUDE BLACK,AMT,5,55
9936,FORTUNER TRD AT,3647000,66000,2016,DIESEL,GREY METALLIC ,AMT,3,47
9937,FORTUNER TRD AT,4027000,28000,2020,DIESEL,SILVER METALLIC,AMT,4,65
9938,FORTUNER TRD 4X4 AT,3978000,47000,2017,DIESEL,PHANTOM BROWN,AMT,5,42
9939,FORTUNER TRD 4X4 AT,3747000,80000,2013,DIESEL,AVANT GRADE BRONZE,AMT,3,86
9940,FORTUNER TRD 4X4 AT,3947000,58000,2015,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,4,94
9941,FORTUNER TRD 4X4 AT,3587000,87000,2011,DIESEL,SUPER WHITE,AMT,5,75
9942,FORTUNER TRD 4X4 AT,4374000,38000,2018,DIESEL,ATTITUDE BLACK,AMT,1,66
9943,FORTUNER TRD 4X4 AT,3816000,69000,2014,DIESEL,GREY METALLIC ,AMT,5,53
9944,FORTUNER TRD 4X4 AT,3674000,86000,2012,DIESEL,SILVER METALLIC,AMT,2,64
9945,INNOVA CRYSTA 2.7 GX MT,1580000,58000,2019,PETROL,SILVER,MANUAL,3,58
9946,INNOVA CRYSTA 2.7 GX MT,1458000,69000,2015,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,4,64
9947,INNOVA CRYSTA 2.7 GX MT,1747000,45000,2019,PETROL,AVANT GRADE BRONZE,MANUAL,5,57
9948,INNOVA CRYSTA 2.7 GX MT,1547000,66000,2017,PETROL,WHITE PEARL CRYSTAL SHINE,MANUAL,2,59
9949,INNOVA CRYSTA 2.7 GX MT,1077000,91000,2010,PETROL,SUPER WHITE,MANUAL,4,46
9950,INNOVA CRYSTA 2.7 GX MT,1387000,73000,2014,PETROL,GARNET RED,MANUAL,5,58
9951,INNOVA CRYSTA 2.7 GX MT,1147000,88000,2011,PETROL,GREY ,MANUAL,3,76
9952,INNOVA CRYSTA 2.7 GX MT,1327000,75000,2013,PETROL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,5,94
9953,INNOVA CRYSTA 2.7 GX AT,1652000,61000,2016,PETROL,SILVER,AMT,3,53
9954,INNOVA CRYSTA 2.7 GX AT,1950000,31000,2020,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,4,64
9955,INNOVA CRYSTA 2.7 GX AT,1447000,83000,2013,PETROL,AVANT GRADE BRONZE,AMT,5,51
9956,INNOVA CRYSTA 2.7 GX AT,1545000,78000,2014,PETROL,WHITE PEARL CRYSTAL SHINE,AMT,1,64
9957,INNOVA CRYSTA 2.7 GX AT,1630000,74000,2015,PETROL,SUPER WHITE,AMT,5,53
9958,INNOVA CRYSTA 2.7 GX AT,1877000,47000,2019,PETROL,GARNET RED,AMT,2,42
9959,INNOVA CRYSTA 2.7 GX AT,1827000,57000,2018,PETROL,GREY ,AMT,3,86
9960,INNOVA CRYSTA 2.7 GX AT,1430000,87000,2012,PETROL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,4,42
9961,INNOVA CRYSTA 2.7 GX AT 8 STR,1725000,70000,2016,PETROL,SILVER,AMT,5,59
9962,INNOVA CRYSTA 2.7 GX AT 8 STR,1917000,40000,2020,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,5,43
9963,INNOVA CRYSTA 2.7 GX AT 8 STR,1527000,80000,2011,PETROL,AVANT GRADE BRONZE,AMT,4,56
9964,INNOVA CRYSTA 2.7 GX AT 8 STR,1750000,67000,2017,PETROL,WHITE PEARL CRYSTAL SHINE,AMT,3,58
9965,INNOVA CRYSTA 2.7 GX AT 8 STR,1617000,77000,2014,PETROL,SUPER WHITE,AMT,2,75
9966,INNOVA CRYSTA 2.7 GX AT 8 STR,1480000,83000,2010,PETROL,GARNET RED,AMT,5,79
9967,INNOVA CRYSTA 2.7 GX AT 8 STR,1877000,45000,2019,PETROL,GREY ,AMT,4,56
9968,INNOVA CRYSTA 2.7 GX AT 8 STR,1677000,75000,2015,PETROL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,2,86
9969,INNOVA CRYSTA 2.7 GX MT 8 STR,1547000,63000,2016,PETROL,SILVER,MANUAL,3,45
9970,INNOVA CRYSTA 2.7 GX MT 8 STR,1817000,34000,2020,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,78
9971,INNOVA CRYSTA 2.7 GX MT 8 STR,1787000,44000,2019,PETROL,AVANT GRADE BRONZE,MANUAL,4,89
9972,INNOVA CRYSTA 2.7 GX MT 8 STR,1580000,56000,2017,PETROL,WHITE PEARL CRYSTAL SHINE,MANUAL,3,98
9973,INNOVA CRYSTA 2.7 GX MT 8 STR,1717000,50000,2018,PETROL,SUPER WHITE,MANUAL,5,86
9974,INNOVA CRYSTA 2.7 GX MT 8 STR,1428000,67000,2014,PETROL,GARNET RED,MANUAL,3,65
9975,INNOVA CRYSTA 2.7 GX MT 8 STR,1280000,74000,2013,PETROL,GREY ,MANUAL,4,57
9976,INNOVA CRYSTA 2.7 GX MT 8 STR,1240000,78000,2012,PETROL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,3,52
9977,INNOVA CRYSTA 2.7 VX MT,1727000,63000,2015,PETROL,SILVER,MANUAL,5,68
9978,INNOVA CRYSTA 2.7 VX MT,2157000,37000,2020,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,2,45
9979,INNOVA CRYSTA 2.7 VX MT,2177000,30000,2020,PETROL,AVANT GRADE BRONZE,MANUAL,4,71
9980,INNOVA CRYSTA 2.7 VX MT,1980000,50000,2018,PETROL,WHITE PEARL CRYSTAL SHINE,MANUAL,5,54
9981,INNOVA CRYSTA 2.7 VX MT,1654000,70000,2014,PETROL,SUPER WHITE,MANUAL,2,69
9982,INNOVA CRYSTA 2.7 VX MT,1847000,54000,2017,PETROL,GARNET RED,MANUAL,4,64
9983,INNOVA CRYSTA 2.7 VX MT,2017000,41000,2019,PETROL,GREY ,MANUAL,5,67
9984,INNOVA CRYSTA 2.7 VX MT,1827000,67000,2016,PETROL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,2,90
9985,INNOVA CRYSTA 2.7 ZX AT,2277000,53000,2017,PETROL,SILVER,AMT,4,74
9986,INNOVA CRYSTA 2.7 ZX AT,1947000,89000,2011,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,5,55
9987,INNOVA CRYSTA 2.7 ZX AT,2147000,71000,2016,PETROL,AVANT GRADE BRONZE,AMT,3,64
9988,INNOVA CRYSTA 2.7 ZX AT,3237000,51000,2018,PETROL,WHITE PEARL CRYSTAL SHINE,AMT,5,52
9989,INNOVA CRYSTA 2.7 ZX AT,2027000,75000,2015,PETROL,SUPER WHITE,AMT,3,68
9990,INNOVA CRYSTA 2.7 ZX AT,2477000,36000,2020,PETROL,GARNET RED,AMT,4,45
9991,INNOVA CRYSTA 2.7 ZX AT,1980000,77000,2014,PETROL,GREY ,AMT,3,71
9992,INNOVA CRYSTA 2.7 ZX AT,2377000,47000,2019,PETROL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,4,54
9993,INNOVA CRYSTA 2.4 G MT,1659000,85000,2017,DIESEL,SILVER,MANUAL,5,69
9994,INNOVA CRYSTA 2.4 G MT,1427000,84000,2013,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,64
9995,INNOVA CRYSTA 2.4 G MT,1737000,54000,2018,DIESEL,AVANT GRADE BRONZE,MANUAL,4,67
9996,INNOVA CRYSTA 2.4 G MT,1847000,41000,2019,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,3,54
9997,INNOVA CRYSTA 2.4 G MT,1527000,77000,2015,DIESEL,SUPER WHITE,MANUAL,4,77
9998,INNOVA CRYSTA 2.4 G MT,1348000,86000,2012,DIESEL,GARNET RED,MANUAL,3,52
9999,INNOVA CRYSTA 2.4 G MT,1480000,81000,2014,DIESEL,GREY ,MANUAL,5,91
10000,INNOVA CRYSTA 2.4 G MT,1877000,30000,2020,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,2,64
10001,INNOVA CRYSTA 2.4 G MT 8 STR,1727000,53000,2017,DIESEL,SILVER,MANUAL,4,62
10002,INNOVA CRYSTA 2.4 G MT 8 STR,1428000,72000,2014,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,51
10003,INNOVA CRYSTA 2.4 G MT 8 STR,1427000,73000,2013,DIESEL,AVANT GRADE BRONZE,MANUAL,2,59
10004,INNOVA CRYSTA 2.4 G MT 8 STR,1778000,38000,2019,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,4,58
10005,INNOVA CRYSTA 2.4 G MT 8 STR,1817000,37000,2020,DIESEL,SUPER WHITE,MANUAL,5,90
10006,INNOVA CRYSTA 2.4 G MT 8 STR,1752000,51000,2018,DIESEL,GARNET RED,MANUAL,2,74
10007,INNOVA CRYSTA 2.4 G MT 8 STR,1547000,61000,2015,DIESEL,GREY ,MANUAL,4,55
10008,INNOVA CRYSTA 2.4 G PLUS MT,1718000,64000,2016,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,5,64
10009,INNOVA CRYSTA 2.4 G PLUS MT,1927000,47000,2019,DIESEL,SILVER,MANUAL,3,52
10010,INNOVA CRYSTA 2.4 G PLUS MT,1747000,62000,2017,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,68
10011,INNOVA CRYSTA 2.4 G PLUS MT,1958000,39000,2020,DIESEL,AVANT GRADE BRONZE,MANUAL,3,52
10012,INNOVA CRYSTA 2.4 G PLUS MT,1877000,56000,2018,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,4,91
10013,INNOVA CRYSTA 2.4 G PLUS MT,1627000,73000,2014,DIESEL,SUPER WHITE,MANUAL,3,64
10014,INNOVA CRYSTA 2.4 G PLUS MT,1550000,75000,2013,DIESEL,GARNET RED,MANUAL,5,62
10015,INNOVA CRYSTA 2.4 G PLUS MT,1527000,84000,2012,DIESEL,GREY ,MANUAL,3,51
10016,INNOVA CRYSTA 2.4 G PLUS MT,1680000,68000,2015,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,4,59
10017,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1778000,75000,2014,DIESEL,SILVER,MANUAL,5,86
10018,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1680000,68000,2015,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,1,72
10019,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1517000,89000,2011,DIESEL,AVANT GRADE BRONZE,MANUAL,5,58
10020,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1727000,63000,2016,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,2,90
10021,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1514000,76000,2013,DIESEL,SUPER WHITE,MANUAL,3,74
10022,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1517000,89000,2011,DIESEL,GARNET RED,MANUAL,4,55
10023,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1752000,64000,2017,DIESEL,GREY ,MANUAL,5,47
10024,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1979000,55000,2018,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,2,65
10025,INNOVA CRYSTA 2.4 GX MT,1967000,39000,2020,DIESEL,SILVER,MANUAL,4,42
10026,INNOVA CRYSTA 2.4 GX MT,1987000,37000,2020,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,86
10027,INNOVA CRYSTA 2.4 GX MT,1884000,53000,2018,DIESEL,AVANT GRADE BRONZE,MANUAL,3,94
10028,INNOVA CRYSTA 2.4 GX MT,1755000,63000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,5,75
10029,INNOVA CRYSTA 2.4 GX MT,1737000,66000,2016,DIESEL,SUPER WHITE,MANUAL,3,66
10030,INNOVA CRYSTA 2.4 GX MT,1524000,87000,2011,DIESEL,GARNET RED,MANUAL,4,53
10031,INNOVA CRYSTA 2.4 GX MT,1978000,39000,2019,DIESEL,GREY ,MANUAL,5,64
10032,INNOVA CRYSTA 2.4 GX MT,1547000,67000,2012,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,1,58
10033,INNOVA CRYSTA 2.4 GX MT 8 STR,1527000,63000,2013,DIESEL,SILVER,MANUAL,5,64
10034,INNOVA CRYSTA 2.4 GX MT 8 STR,1526000,89000,2011,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,2,57
10035,INNOVA CRYSTA 2.4 GX MT 8 STR,1587000,74000,2014,DIESEL,AVANT GRADE BRONZE,MANUAL,3,59
10036,INNOVA CRYSTA 2.4 GX MT 8 STR,1756000,64000,2016,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,4,46
10037,INNOVA CRYSTA 2.4 GX MT 8 STR,2017000,41000,2019,DIESEL,SUPER WHITE,MANUAL,5,58
10038,INNOVA CRYSTA 2.4 GX MT 8 STR,1887000,58000,2018,DIESEL,GARNET RED,MANUAL,5,76
10039,INNOVA CRYSTA 2.4 GX MT 8 STR,2027000,30000,2020,DIESEL,GREY ,MANUAL,4,94
10040,INNOVA CRYSTA 2.4 GX MT 8 STR,1885000,53000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,3,53
10041,INNOVA CRYSTA 2.4 GX AT,1778000,63000,2017,DIESEL,SILVER,AMT,2,64
10042,INNOVA CRYSTA 2.4 GX AT,1912000,61000,2018,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,5,51
10043,INNOVA CRYSTA 2.4 GX AT,1547000,86000,2012,DIESEL,AVANT GRADE BRONZE,AMT,4,64
10044,INNOVA CRYSTA 2.4 GX AT,1748000,62000,2016,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,2,53
10045,INNOVA CRYSTA 2.4 GX AT,2047000,41000,2020,DIESEL,SUPER WHITE,AMT,3,42
10046,INNOVA CRYSTA 2.4 GX AT,1347000,86000,2015,DIESEL,GARNET RED,AMT,5,86
10047,INNOVA CRYSTA 2.4 GX AT,2037000,42000,2019,DIESEL,GREY ,AMT,4,42
10048,INNOVA CRYSTA 2.4 GX AT,1547000,73000,2013,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,3,59
10049,INNOVA CRYSTA 2.4 GX AT 8 STR,1947000,64000,2016,DIESEL,SILVER,AMT,5,43
10050,INNOVA CRYSTA 2.4 GX AT 8 STR,1980000,60000,2017,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,3,56
10051,INNOVA CRYSTA 2.4 GX AT 8 STR,1927000,71000,2015,DIESEL,AVANT GRADE BRONZE,AMT,4,58
10052,INNOVA CRYSTA 2.4 GX AT 8 STR,2246000,41000,2019,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,3,75
10053,INNOVA CRYSTA 2.4 GX AT 8 STR,2177000,40000,2020,DIESEL,SUPER WHITE,AMT,5,79
10054,INNOVA CRYSTA 2.4 GX AT 8 STR,2027000,57000,2018,DIESEL,GARNET RED,AMT,2,56
10055,INNOVA CRYSTA 2.4 GX AT 8 STR,1625000,84000,2012,DIESEL,GREY ,AMT,4,86
10056,INNOVA CRYSTA 2.4 GX AT 8 STR,1718000,74000,2013,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,5,45
10057,INNOVA CRYSTA 2.4 VX MT,2317000,61000,2017,DIESEL,SILVER,MANUAL,2,78
10058,INNOVA CRYSTA 2.4 VX MT,2347000,64000,2018,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,4,89
10059,INNOVA CRYSTA 2.4 VX MT,2452000,51000,2019,DIESEL,AVANT GRADE BRONZE,MANUAL,5,98
10060,INNOVA CRYSTA 2.4 VX MT,2475000,39000,2020,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,2,86
10061,INNOVA CRYSTA 2.4 VX MT,2127000,63000,2014,DIESEL,SUPER WHITE,MANUAL,4,65
10062,INNOVA CRYSTA 2.4 VX MT,2467000,57000,2018,DIESEL,GARNET RED,MANUAL,5,57
10063,INNOVA CRYSTA 2.4 VX MT,2247000,65000,2016,DIESEL,GREY ,MANUAL,3,54
10064,INNOVA CRYSTA 2.4 VX MT,2147000,70000,2015,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,5,77
10065,INNOVA CRYSTA 2.4 VX MT 8 STR,2147000,47000,2014,DIESEL,SILVER,MANUAL,3,52
10066,INNOVA CRYSTA 2.4 VX MT 8 STR,2454000,27000,2020,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,4,91
10067,INNOVA CRYSTA 2.4 VX MT 8 STR,2337000,69000,2017,DIESEL,AVANT GRADE BRONZE,MANUAL,3,64
10068,INNOVA CRYSTA 2.4 VX MT 8 STR,2447000,55000,2019,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,4,62
10069,INNOVA CRYSTA 2.4 VX MT 8 STR,2357000,69000,2018,DIESEL,SUPER WHITE,MANUAL,5,51
10070,INNOVA CRYSTA 2.4 VX MT 8 STR,2262000,70000,2016,DIESEL,GARNET RED,MANUAL,5,59
10071,INNOVA CRYSTA 2.4 VX MT 8 STR,2177000,76000,2013,DIESEL,GREY ,MANUAL,4,86
10072,INNOVA CRYSTA 2.4 VX MT 8 STR,3237000,69000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,3,72
10073,INNOVA CRYSTA LEADERSHIP EDITION,2447000,63000,2018,DIESEL,SILVER,MANUAL,4,58
10074,INNOVA CRYSTA LEADERSHIP EDITION,2278000,75000,2016,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,3,90
10075,INNOVA CRYSTA LEADERSHIP EDITION,2417000,71000,2017,DIESEL,AVANT GRADE BRONZE,MANUAL,5,74
10076,INNOVA CRYSTA LEADERSHIP EDITION,2217000,79000,2013,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,2,55
10077,INNOVA CRYSTA LEADERSHIP EDITION,2247000,77000,2014,DIESEL,SUPER WHITE,MANUAL,4,64
10078,INNOVA CRYSTA LEADERSHIP EDITION,2457000,55000,2018,DIESEL,GARNET RED,MANUAL,5,52
10079,INNOVA CRYSTA LEADERSHIP EDITION,2477000,51000,2019,DIESEL,GREY ,MANUAL,2,68
10080,INNOVA CRYSTA LEADERSHIP EDITION,2552000,40000,2020,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,4,52
10081,INNOVA CRYSTA 2.4 ZX MT,2577000,47000,2020,DIESEL,SILVER,MANUAL,5,91
10082,INNOVA CRYSTA 2.4 ZX MT,2547000,53000,2019,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,2,64
10083,INNOVA CRYSTA 2.4 ZX MT,2357000,71000,2017,DIESEL,AVANT GRADE BRONZE,MANUAL,4,62
10084,INNOVA CRYSTA 2.4 ZX MT,2027000,84000,2014,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,5,51
10085,INNOVA CRYSTA 2.4 ZX MT,2427000,58000,2018,DIESEL,SUPER WHITE,MANUAL,3,59
10086,INNOVA CRYSTA 2.4 ZX MT,2047000,80000,2015,DIESEL,GARNET RED,MANUAL,5,86
10087,INNOVA CRYSTA 2.4 ZX MT,2147000,77000,2016,DIESEL,GREY ,MANUAL,3,72
10088,INNOVA CRYSTA 2.4 ZX AT,2257000,86000,2013,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,4,58
10089,INNOVA CRYSTA 2.4 ZX AT,2622000,68000,2018,DIESEL,SILVER,AMT,3,90
10090,INNOVA CRYSTA 2.4 ZX AT,2447000,79000,2015,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,5,74
10091,INNOVA CRYSTA 2.4 ZX AT,2778000,30000,2020,DIESEL,AVANT GRADE BRONZE,AMT,3,55
10092,INNOVA CRYSTA 2.4 ZX AT,2517000,73000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,4,64
10093,INNOVA CRYSTA 2.4 ZX AT,2477000,75000,2016,DIESEL,SUPER WHITE,AMT,5,52
10094,INNOVA CRYSTA 2.4 ZX AT,2647000,53000,2018,DIESEL,GARNET RED,AMT,1,68
10095,INNOVA CRYSTA 2.4 ZX AT,2737000,43000,2019,DIESEL,GREY ,AMT,5,45
10096,INNOVA CRYSTA 2.4 ZX AT,2277000,84000,2014,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,2,71
10097,GLANZA G,622000,67000,2018,PETROL,GAMING GREY,MANUAL,3,54
10098,GLANZA G,658000,59000,2019,PETROL,SPORTIN RED,MANUAL,4,69
10099,GLANZA G,582000,65000,2018,PETROL,ENTICING SILVER,MANUAL,5,64
10100,GLANZA G,652000,40000,2020,PETROL,INSTA BLUE,MANUAL,2,67
10101,GLANZA G,617000,53000,2019,PETROL,CAFE WHITE,MANUAL,4,54
10102,GLANZA G SMART HYBRID,627000,66000,2018,PETROL,GAMING GREY,MANUAL,5,77
10103,GLANZA G SMART HYBRID,757000,38000,2020,PETROL,SPORTIN RED,MANUAL,3,52
10104,GLANZA G SMART HYBRID,727000,47000,2020,PETROL,ENTICING SILVER,MANUAL,5,91
10105,GLANZA G SMART HYBRID,677000,61000,2019,PETROL,INSTA BLUE,MANUAL,3,64
10106,GLANZA G SMART HYBRID,647000,63000,2018,PETROL,CAFE WHITE,MANUAL,4,62
10107,GLANZA V,627000,69000,2018,PETROL,GAMING GREY,MANUAL,5,51
10108,GLANZA V,747000,38000,2020,PETROL,SPORTIN RED,MANUAL,1,59
10109,GLANZA V,727000,51000,2020,PETROL,ENTICING SILVER,MANUAL,5,58
10110,GLANZA V,682000,53000,2019,PETROL,INSTA BLUE,MANUAL,2,90
10111,GLANZA V,678000,57000,2019,PETROL,CAFE WHITE,MANUAL,3,74
10112,GLANZA G CVT,817000,40000,2020,PETROL,GAMING GREY,AMT,4,55
10113,GLANZA G CVT,762000,67000,2019,PETROL,SPORTIN RED,AMT,5,64
10114,GLANZA G CVT,652000,73000,2018,PETROL,ENTICING SILVER,AMT,5,52
10115,GLANZA G CVT,837000,55000,2019,PETROL,INSTA BLUE,AMT,4,68
10116,GLANZA G CVT,657000,53000,2018,PETROL,CAFE WHITE,AMT,3,52
10117,GLANZA V CVT,784000,64000,2018,PETROL,GAMING GREY,AMT,2,91
10118,GLANZA V CVT,657000,55000,2019,PETROL,SPORTIN RED,AMT,5,64
10119,GLANZA V CVT,782000,72000,2018,PETROL,ENTICING SILVER,AMT,4,62
10120,GLANZA V CVT,876000,37000,2020,PETROL,INSTA BLUE,AMT,2,51
10121,GLANZA V CVT,882000,47000,2020,PETROL,CAFE WHITE,AMT,3,59
10122,YARIS J OPTIONAL,851000,63000,2019,PETROL,WILDFIRE RED ,MANUAL,5,86
10123,YARIS J OPTIONAL,792000,77000,2018,PETROL,PHANTOM BROWN,MANUAL,4,72
10124,YARIS J OPTIONAL,882000,47000,2020,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,3,58
10125,YARIS J OPTIONAL,892000,31000,2020,PETROL,PEARL WHITE,MANUAL,5,90
10126,YARIS J OPTIONAL,847000,74000,2019,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,MANUAL,3,74
10127,YARIS J OPTIONAL,782000,84000,2018,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,MANUAL,4,55
10128,YARIS J OPTIONAL,887000,40000,2020,PETROL,SUPER WHITE,MANUAL,3,64
10129,YARIS J OPTIONAL,849000,69000,2019,PETROL,GREY METALLIC ,MANUAL,5,52
